CLUSTER_STATEMENTS_SUMMARY	MAX_RESOLVE_LOCK_TIME	56	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_LOCAL_LATCH_WAIT_TIME	57	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_LOCAL_LATCH_WAIT_TIME	58	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_WRITE_KEYS	59	double unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_WRITE_KEYS	60	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_WRITE_SIZE	61	double unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_WRITE_SIZE	62	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_PREWRITE_REGIONS	63	double unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_PREWRITE_REGIONS	64	int unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_TXN_RETRY	65	double unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_TXN_RETRY	66	int unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	SUM_EXEC_RETRY	67	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	SUM_EXEC_RETRY_TIME	68	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	SUM_BACKOFF_TIMES	69	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	BACKOFF_TYPES	70	varchar(1024)	YES		
CLUSTER_STATEMENTS_SUMMARY	AVG_MEM	71	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_MEM	72	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_DISK	73	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_DISK	74	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_KV_TIME	75	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_PD_TIME	76	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_BACKOFF_TOTAL_TIME	77	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_WRITE_SQL_RESP_TIME	78	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_TIDB_CPU_TIME	79	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_TIKV_CPU_TIME	80	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_RESULT_ROWS	81	bigint	NO		
CLUSTER_STATEMENTS_SUMMARY	MIN_RESULT_ROWS	82	bigint	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_RESULT_ROWS	83	bigint	NO		
CLUSTER_STATEMENTS_SUMMARY	PREPARED	84	tinyint(1)	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_AFFECTED_ROWS	85	double unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	FIRST_SEEN	86	timestamp	NO		
CLUSTER_STATEMENTS_SUMMARY	LAST_SEEN	87	timestamp	NO		
CLUSTER_STATEMENTS_SUMMARY	PLAN_IN_CACHE	88	tinyint(1)	NO		
CLUSTER_STATEMENTS_SUMMARY	PLAN_CACHE_HITS	89	bigint	NO		
CLUSTER_STATEMENTS_SUMMARY	PLAN_IN_BINDING	90	tinyint(1)	NO		
CLUSTER_STATEMENTS_SUMMARY	QUERY_SAMPLE_TEXT	91	text	YES		
CLUSTER_STATEMENTS_SUMMARY	PREV_SAMPLE_TEXT	92	text	YES		
CLUSTER_STATEMENTS_SUMMARY	PLAN_DIGEST	93	varchar(64)	YES		
CLUSTER_STATEMENTS_SUMMARY	PLAN	94	text	YES		
CLUSTER_STATEMENTS_SUMMARY	BINARY_PLAN	95	text	YES		
CLUSTER_STATEMENTS_SUMMARY	CHARSET	96	varchar(64)	YES		
CLUSTER_STATEMENTS_SUMMARY	COLLATION	97	varchar(64)	YES		
CLUSTER_STATEMENTS_SUMMARY	PLAN_HINT	98	varchar(64)	YES		
CLUSTER_STATEMENTS_SUMMARY	MAX_REQUEST_UNIT_READ	99	double unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_REQUEST_UNIT_READ	100	double unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_REQUEST_UNIT_WRITE	101	double unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_REQUEST_UNIT_WRITE	102	double unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	MAX_QUEUED_RC_TIME	103	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	AVG_QUEUED_RC_TIME	104	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY	RESOURCE_GROUP	105	varchar(64)	YES		
CLUSTER_STATEMENTS_SUMMARY	PLAN_CACHE_UNQUALIFIED	106	bigint	NO		
CLUSTER_STATEMENTS_SUMMARY	PLAN_CACHE_UNQUALIFIED_LAST_REASON	107	text	YES		
CLUSTER_STATEMENTS_SUMMARY_EVICTED	INSTANCE	1	varchar(64)	YES		
CLUSTER_STATEMENTS_SUMMARY_EVICTED	BEGIN_TIME	2	timestamp	YES		
CLUSTER_STATEMENTS_SUMMARY_EVICTED	END_TIME	3	timestamp	YES		
CLUSTER_STATEMENTS_SUMMARY_EVICTED	EVICTED_COUNT	4	bigint	NO		
CLUSTER_STATEMENTS_SUMMARY_HISTORY	INSTANCE	1	varchar(64)	YES		
CLUSTER_STATEMENTS_SUMMARY_HISTORY	SUMMARY_BEGIN_TIME	2	timestamp	NO		
CLUSTER_STATEMENTS_SUMMARY_HISTORY	SUMMARY_END_TIME	3	timestamp	NO		
CLUSTER_STATEMENTS_SUMMARY_HISTORY	STMT_TYPE	4	varchar(64)	NO		
CLUSTER_STATEMENTS_SUMMARY_HISTORY	SCHEMA_NAME	5	varchar(64)	YES		
CLUSTER_STATEMENTS_SUMMARY_HISTORY	DIGEST	6	varchar(64)	YES		
CLUSTER_STATEMENTS_SUMMARY_HISTORY	DIGEST_TEXT	7	text	NO		
CLUSTER_STATEMENTS_SUMMARY_HISTORY	TABLE_NAMES	8	text	YES		
CLUSTER_STATEMENTS_SUMMARY_HISTORY	INDEX_NAMES	9	text	YES		
CLUSTER_STATEMENTS_SUMMARY_HISTORY	SAMPLE_USER	10	varchar(64)	YES		
CLUSTER_STATEMENTS_SUMMARY_HISTORY	EXEC_COUNT	11	bigint unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY_HISTORY	SUM_ERRORS	12	int unsigned	NO		
CLUSTER_STATEMENTS_SUMMARY_HISTORY	SUM_WARNINGS	13	int unsigned	NO		
