2026/07/03 00:19:28 maxprocs: Leaving GOMAXPROCS=4: CPU quota undefined
begin to check warehouse 101 at condition 3.3.2.11
begin to check warehouse 101 at condition 3.3.2.1
begin to check warehouse 101 at condition 3.3.2.2
begin to check warehouse 101 at condition 3.3.2.3
begin to check warehouse 101 at condition 3.3.2.6
begin to check warehouse 101 at condition 3.3.2.7
begin to check warehouse 101 at condition 3.3.2.8
begin to check warehouse 101 at condition 3.3.2.12
begin to check warehouse 102 at condition 3.3.2.1
begin to check warehouse 102 at condition 3.3.2.2
begin to check warehouse 102 at condition 3.3.2.3
begin to check warehouse 102 at condition 3.3.2.6
begin to check warehouse 102 at condition 3.3.2.7
begin to check warehouse 102 at condition 3.3.2.8
begin to check warehouse 102 at condition 3.3.2.12
begin to check warehouse 102 at condition 3.3.2.4
begin to check warehouse 102 at condition 3.3.2.5
begin to check warehouse 102 at condition 3.3.2.9
begin to check warehouse 102 at condition 3.3.2.10
begin to check warehouse 102 at condition 3.3.2.11
begin to check warehouse 103 at condition 3.3.2.9
begin to check warehouse 103 at condition 3.3.2.10
begin to check warehouse 103 at condition 3.3.2.11
begin to check warehouse 103 at condition 3.3.2.4
begin to check warehouse 103 at condition 3.3.2.5
begin to check warehouse 103 at condition 3.3.2.3
begin to check warehouse 103 at condition 3.3.2.6
begin to check warehouse 103 at condition 3.3.2.7
begin to check warehouse 103 at condition 3.3.2.8
begin to check warehouse 103 at condition 3.3.2.12
begin to check warehouse 103 at condition 3.3.2.1
begin to check warehouse 103 at condition 3.3.2.2
begin to check warehouse 104 at condition 3.3.2.12
begin to check warehouse 104 at condition 3.3.2.1
begin to check warehouse 104 at condition 3.3.2.2
begin to check warehouse 104 at condition 3.3.2.3
begin to check warehouse 104 at condition 3.3.2.6
begin to check warehouse 104 at condition 3.3.2.7
begin to check warehouse 104 at condition 3.3.2.8
begin to check warehouse 104 at condition 3.3.2.4
begin to check warehouse 104 at condition 3.3.2.5
begin to check warehouse 104 at condition 3.3.2.9
begin to check warehouse 104 at condition 3.3.2.10
begin to check warehouse 104 at condition 3.3.2.11
begin to check warehouse 105 at condition 3.3.2.3
begin to check warehouse 105 at condition 3.3.2.6
begin to check warehouse 105 at condition 3.3.2.7
begin to check warehouse 105 at condition 3.3.2.8
begin to check warehouse 105 at condition 3.3.2.12
begin to check warehouse 105 at condition 3.3.2.1
begin to check warehouse 105 at condition 3.3.2.2
begin to check warehouse 105 at condition 3.3.2.9
begin to check warehouse 105 at condition 3.3.2.10
begin to check warehouse 105 at condition 3.3.2.11
begin to check warehouse 105 at condition 3.3.2.4
begin to check warehouse 105 at condition 3.3.2.5
begin to check warehouse 106 at condition 3.3.2.5
begin to check warehouse 106 at condition 3.3.2.9
begin to check warehouse 106 at condition 3.3.2.10
begin to check warehouse 106 at condition 3.3.2.11
begin to check warehouse 106 at condition 3.3.2.4
begin to check warehouse 106 at condition 3.3.2.2
begin to check warehouse 106 at condition 3.3.2.3
begin to check warehouse 106 at condition 3.3.2.6
begin to check warehouse 106 at condition 3.3.2.7
begin to check warehouse 106 at condition 3.3.2.8
begin to check warehouse 106 at condition 3.3.2.12
begin to check warehouse 106 at condition 3.3.2.1
begin to check warehouse 107 at condition 3.3.2.10
begin to check warehouse 107 at condition 3.3.2.11
begin to check warehouse 107 at condition 3.3.2.4
begin to check warehouse 107 at condition 3.3.2.5
begin to check warehouse 107 at condition 3.3.2.9
begin to check warehouse 107 at condition 3.3.2.6
begin to check warehouse 107 at condition 3.3.2.7
begin to check warehouse 107 at condition 3.3.2.8
begin to check warehouse 107 at condition 3.3.2.12
begin to check warehouse 107 at condition 3.3.2.1
begin to check warehouse 107 at condition 3.3.2.2
begin to check warehouse 107 at condition 3.3.2.3
begin to check warehouse 108 at condition 3.3.2.4
begin to check warehouse 108 at condition 3.3.2.5
begin to check warehouse 108 at condition 3.3.2.9
begin to check warehouse 108 at condition 3.3.2.10
begin to check warehouse 108 at condition 3.3.2.11
begin to check warehouse 108 at condition 3.3.2.1
begin to check warehouse 108 at condition 3.3.2.2
begin to check warehouse 108 at condition 3.3.2.3
begin to check warehouse 108 at condition 3.3.2.6
begin to check warehouse 108 at condition 3.3.2.7
begin to check warehouse 108 at condition 3.3.2.8
begin to check warehouse 108 at condition 3.3.2.12
begin to check warehouse 109 at condition 3.3.2.4
begin to check warehouse 109 at condition 3.3.2.5
begin to check warehouse 109 at condition 3.3.2.9
begin to check warehouse 109 at condition 3.3.2.10
begin to check warehouse 109 at condition 3.3.2.11
begin to check warehouse 109 at condition 3.3.2.12
begin to check warehouse 109 at condition 3.3.2.1
begin to check warehouse 109 at condition 3.3.2.2
begin to check warehouse 109 at condition 3.3.2.3
begin to check warehouse 109 at condition 3.3.2.6
begin to check warehouse 109 at condition 3.3.2.7
begin to check warehouse 109 at condition 3.3.2.8
begin to check warehouse 110 at condition 3.3.2.1
begin to check warehouse 110 at condition 3.3.2.2
begin to check warehouse 110 at condition 3.3.2.3
begin to check warehouse 110 at condition 3.3.2.6
begin to check warehouse 110 at condition 3.3.2.7
begin to check warehouse 110 at condition 3.3.2.8
begin to check warehouse 110 at condition 3.3.2.12
begin to check warehouse 110 at condition 3.3.2.4
begin to check warehouse 110 at condition 3.3.2.5
begin to check warehouse 110 at condition 3.3.2.9
begin to check warehouse 110 at condition 3.3.2.10
begin to check warehouse 110 at condition 3.3.2.11
begin to check warehouse 111 at condition 3.3.2.9
begin to check warehouse 111 at condition 3.3.2.10
begin to check warehouse 111 at condition 3.3.2.11
begin to check warehouse 111 at condition 3.3.2.4
begin to check warehouse 111 at condition 3.3.2.5
begin to check warehouse 111 at condition 3.3.2.3
begin to check warehouse 111 at condition 3.3.2.6
begin to check warehouse 111 at condition 3.3.2.7
begin to check warehouse 111 at condition 3.3.2.8
begin to check warehouse 111 at condition 3.3.2.12
begin to check warehouse 111 at condition 3.3.2.1
begin to check warehouse 111 at condition 3.3.2.2
begin to check warehouse 112 at condition 3.3.2.4
begin to check warehouse 112 at condition 3.3.2.5
begin to check warehouse 112 at condition 3.3.2.9
begin to check warehouse 112 at condition 3.3.2.10
begin to check warehouse 112 at condition 3.3.2.11
begin to check warehouse 112 at condition 3.3.2.12
begin to check warehouse 112 at condition 3.3.2.1
begin to check warehouse 112 at condition 3.3.2.2
begin to check warehouse 112 at condition 3.3.2.3
begin to check warehouse 112 at condition 3.3.2.6
begin to check warehouse 112 at condition 3.3.2.7
begin to check warehouse 112 at condition 3.3.2.8
begin to check warehouse 113 at condition 3.3.2.8
begin to check warehouse 113 at condition 3.3.2.12
begin to check warehouse 113 at condition 3.3.2.1
begin to check warehouse 113 at condition 3.3.2.2
begin to check warehouse 113 at condition 3.3.2.3
begin to check warehouse 113 at condition 3.3.2.6
begin to check warehouse 113 at condition 3.3.2.7
begin to check warehouse 113 at condition 3.3.2.4
begin to check warehouse 113 at condition 3.3.2.5
begin to check warehouse 113 at condition 3.3.2.9
begin to check warehouse 113 at condition 3.3.2.10
begin to check warehouse 113 at condition 3.3.2.11
begin to check warehouse 114 at condition 3.3.2.4
begin to check warehouse 114 at condition 3.3.2.5
begin to check warehouse 114 at condition 3.3.2.9
begin to check warehouse 114 at condition 3.3.2.10
begin to check warehouse 114 at condition 3.3.2.11
begin to check warehouse 114 at condition 3.3.2.1
begin to check warehouse 114 at condition 3.3.2.2
begin to check warehouse 114 at condition 3.3.2.3
begin to check warehouse 114 at condition 3.3.2.6
begin to check warehouse 114 at condition 3.3.2.7
begin to check warehouse 114 at condition 3.3.2.8
begin to check warehouse 114 at condition 3.3.2.12
begin to check warehouse 115 at condition 3.3.2.4
begin to check warehouse 115 at condition 3.3.2.5
begin to check warehouse 115 at condition 3.3.2.9
begin to check warehouse 115 at condition 3.3.2.10
begin to check warehouse 115 at condition 3.3.2.11
begin to check warehouse 115 at condition 3.3.2.12
begin to check warehouse 115 at condition 3.3.2.1
begin to check warehouse 115 at condition 3.3.2.2
begin to check warehouse 115 at condition 3.3.2.3
begin to check warehouse 115 at condition 3.3.2.6
begin to check warehouse 115 at condition 3.3.2.7
begin to check warehouse 115 at condition 3.3.2.8
begin to check warehouse 116 at condition 3.3.2.1
begin to check warehouse 116 at condition 3.3.2.2
begin to check warehouse 116 at condition 3.3.2.3
begin to check warehouse 116 at condition 3.3.2.6
begin to check warehouse 116 at condition 3.3.2.7
begin to check warehouse 116 at condition 3.3.2.8
begin to check warehouse 116 at condition 3.3.2.12
begin to check warehouse 116 at condition 3.3.2.4
begin to check warehouse 116 at condition 3.3.2.5
begin to check warehouse 116 at condition 3.3.2.9
begin to check warehouse 116 at condition 3.3.2.10
begin to check warehouse 116 at condition 3.3.2.11
begin to check warehouse 117 at condition 3.3.2.10
begin to check warehouse 117 at condition 3.3.2.11
begin to check warehouse 117 at condition 3.3.2.4
begin to check warehouse 117 at condition 3.3.2.5
begin to check warehouse 117 at condition 3.3.2.9
begin to check warehouse 117 at condition 3.3.2.6
begin to check warehouse 117 at condition 3.3.2.7
begin to check warehouse 117 at condition 3.3.2.8
begin to check warehouse 117 at condition 3.3.2.12
begin to check warehouse 117 at condition 3.3.2.1
begin to check warehouse 117 at condition 3.3.2.2
begin to check warehouse 117 at condition 3.3.2.3
begin to check warehouse 118 at condition 3.3.2.2
begin to check warehouse 118 at condition 3.3.2.3
begin to check warehouse 118 at condition 3.3.2.6
begin to check warehouse 118 at condition 3.3.2.7
begin to check warehouse 118 at condition 3.3.2.8
begin to check warehouse 118 at condition 3.3.2.12
begin to check warehouse 118 at condition 3.3.2.1
begin to check warehouse 118 at condition 3.3.2.5
begin to check warehouse 118 at condition 3.3.2.9
begin to check warehouse 118 at condition 3.3.2.10
begin to check warehouse 118 at condition 3.3.2.11
begin to check warehouse 118 at condition 3.3.2.4
begin to check warehouse 119 at condition 3.3.2.8
begin to check warehouse 119 at condition 3.3.2.12
begin to check warehouse 119 at condition 3.3.2.1
begin to check warehouse 119 at condition 3.3.2.2
begin to check warehouse 119 at condition 3.3.2.3
begin to check warehouse 119 at condition 3.3.2.6
begin to check warehouse 119 at condition 3.3.2.7
begin to check warehouse 119 at condition 3.3.2.4
begin to check warehouse 119 at condition 3.3.2.5
begin to check warehouse 119 at condition 3.3.2.9
begin to check warehouse 119 at condition 3.3.2.10
begin to check warehouse 119 at condition 3.3.2.11
begin to check warehouse 120 at condition 3.3.2.4
begin to check warehouse 120 at condition 3.3.2.5
begin to check warehouse 120 at condition 3.3.2.9
begin to check warehouse 120 at condition 3.3.2.10
begin to check warehouse 120 at condition 3.3.2.11
begin to check warehouse 120 at condition 3.3.2.1
begin to check warehouse 120 at condition 3.3.2.2
begin to check warehouse 120 at condition 3.3.2.3
begin to check warehouse 120 at condition 3.3.2.6
begin to check warehouse 120 at condition 3.3.2.7
begin to check warehouse 120 at condition 3.3.2.8
begin to check warehouse 120 at condition 3.3.2.12
begin to check warehouse 121 at condition 3.3.2.4
begin to check warehouse 121 at condition 3.3.2.5
begin to check warehouse 121 at condition 3.3.2.9
begin to check warehouse 121 at condition 3.3.2.10
begin to check warehouse 121 at condition 3.3.2.11
begin to check warehouse 121 at condition 3.3.2.1
begin to check warehouse 121 at condition 3.3.2.2
begin to check warehouse 121 at condition 3.3.2.3
begin to check warehouse 121 at condition 3.3.2.6
begin to check warehouse 121 at condition 3.3.2.7
begin to check warehouse 121 at condition 3.3.2.8
begin to check warehouse 121 at condition 3.3.2.12
begin to check warehouse 122 at condition 3.3.2.7
begin to check warehouse 122 at condition 3.3.2.8
begin to check warehouse 122 at condition 3.3.2.12
begin to check warehouse 122 at condition 3.3.2.1
begin to check warehouse 122 at condition 3.3.2.2
begin to check warehouse 122 at condition 3.3.2.3
begin to check warehouse 122 at condition 3.3.2.6
begin to check warehouse 122 at condition 3.3.2.11
begin to check warehouse 122 at condition 3.3.2.4
begin to check warehouse 122 at condition 3.3.2.5
begin to check warehouse 122 at condition 3.3.2.9
begin to check warehouse 122 at condition 3.3.2.10
begin to check warehouse 123 at condition 3.3.2.8
begin to check warehouse 123 at condition 3.3.2.12
begin to check warehouse 123 at condition 3.3.2.1
begin to check warehouse 123 at condition 3.3.2.2
begin to check warehouse 123 at condition 3.3.2.3
begin to check warehouse 123 at condition 3.3.2.6
begin to check warehouse 123 at condition 3.3.2.7
begin to check warehouse 123 at condition 3.3.2.4
begin to check warehouse 123 at condition 3.3.2.5
begin to check warehouse 123 at condition 3.3.2.9
begin to check warehouse 123 at condition 3.3.2.10
begin to check warehouse 123 at condition 3.3.2.11
begin to check warehouse 124 at condition 3.3.2.8
begin to check warehouse 124 at condition 3.3.2.12
begin to check warehouse 124 at condition 3.3.2.1
begin to check warehouse 124 at condition 3.3.2.2
begin to check warehouse 124 at condition 3.3.2.3
begin to check warehouse 124 at condition 3.3.2.6
begin to check warehouse 124 at condition 3.3.2.7
begin to check warehouse 124 at condition 3.3.2.4
begin to check warehouse 124 at condition 3.3.2.5
begin to check warehouse 124 at condition 3.3.2.9
begin to check warehouse 124 at condition 3.3.2.10
begin to check warehouse 124 at condition 3.3.2.11
begin to check warehouse 125 at condition 3.3.2.3
begin to check warehouse 125 at condition 3.3.2.6
begin to check warehouse 125 at condition 3.3.2.7
begin to check warehouse 125 at condition 3.3.2.8
begin to check warehouse 125 at condition 3.3.2.12
begin to check warehouse 125 at condition 3.3.2.1
begin to check warehouse 125 at condition 3.3.2.2
begin to check warehouse 125 at condition 3.3.2.9
begin to check warehouse 125 at condition 3.3.2.10
begin to check warehouse 125 at condition 3.3.2.11
begin to check warehouse 125 at condition 3.3.2.4
begin to check warehouse 125 at condition 3.3.2.5
begin to check warehouse 126 at condition 3.3.2.4
begin to check warehouse 126 at condition 3.3.2.5
begin to check warehouse 126 at condition 3.3.2.9
begin to check warehouse 126 at condition 3.3.2.10
begin to check warehouse 126 at condition 3.3.2.11
begin to check warehouse 126 at condition 3.3.2.1
begin to check warehouse 126 at condition 3.3.2.2
begin to check warehouse 126 at condition 3.3.2.3
begin to check warehouse 126 at condition 3.3.2.6
begin to check warehouse 126 at condition 3.3.2.7
begin to check warehouse 126 at condition 3.3.2.8
begin to check warehouse 126 at condition 3.3.2.12
begin to check warehouse 127 at condition 3.3.2.4
begin to check warehouse 127 at condition 3.3.2.5
begin to check warehouse 127 at condition 3.3.2.9
begin to check warehouse 127 at condition 3.3.2.10
begin to check warehouse 127 at condition 3.3.2.11
begin to check warehouse 127 at condition 3.3.2.1
begin to check warehouse 127 at condition 3.3.2.2
begin to check warehouse 127 at condition 3.3.2.3
begin to check warehouse 127 at condition 3.3.2.6
begin to check warehouse 127 at condition 3.3.2.7
begin to check warehouse 127 at condition 3.3.2.8
begin to check warehouse 127 at condition 3.3.2.12
begin to check warehouse 128 at condition 3.3.2.1
begin to check warehouse 128 at condition 3.3.2.2
begin to check warehouse 128 at condition 3.3.2.3
begin to check warehouse 128 at condition 3.3.2.6
begin to check warehouse 128 at condition 3.3.2.7
begin to check warehouse 128 at condition 3.3.2.8
begin to check warehouse 128 at condition 3.3.2.12
begin to check warehouse 128 at condition 3.3.2.4
begin to check warehouse 128 at condition 3.3.2.5
begin to check warehouse 128 at condition 3.3.2.9
begin to check warehouse 128 at condition 3.3.2.10
begin to check warehouse 128 at condition 3.3.2.11
Finished
